Key;English;;;;;;;;;;;;;
AIN;Ainu;;;;;;;;;;;;;
AIN_ADJ;Ainu;;;;;;;;;;;;;
AIN_absolute_monarchy;Ainu Mosir;;;;;;;;;;;;;
AIN_conservative;Conservatist Faction;;;;;;;;;;;;;
AIN_liberal;Reformist Faction;;;;;;;;;;;;;
AIN_socialist;Progressive Faction;;;;;;;;;;;;;
AIN_communist;Communist Faction;;;;;;;;;;;;;
AIN_reactionary;Nationalist Faction;;;;;;;;;;;;;
AIN_anarcho_liberal;Radical Faction;;;;;;;;;;;;;
AIN_fascist;Fascist faction;;;;;;;;;;;;;
BIM;Bima;;;;;;;;;;;;;
BIM_ADJ;Bima;;;;;;;;;;;;;
BMK;Mali;;;;;;;;;;;;;
BMK_ADJ;Malian;;;;;;;;;;;;;
CEQ;Equador Confederation;;;;;;;;;;;;;
CEQ_proletarian_dictatorship;Quilombola;;;;;;;;;;;;;
CEQ_ADJ;Nordestino;;;;;;;;;;;;;
CEQ_liberal;Partido Liberal;;;;;;;;;;;;;
CEQ_conservative;Partido Conservador;;;;;;;;;;;;;
CEQ_reactionary;Partido Caramuru;;;;;;;;;;;;;
CEQ_conservative_2;Partido Paulista;;;;;;;;;;;;;
CEQ_liberal_2;Partido Carioca;;;;;;;;;;;;;
CEQ_anarcho_liberal;Partido Radical;;;;;;;;;;;;;
CEQ_socialist;Partido Socialist;;;;;;;;;;;;;
CEQ_communist;Partido Communist;;;;;;;;;;;;;
CEQ_fascist;Partido Fascist;;;;;;;;;;;;;
HAL_absolute_monarchy_ADJ;Rashidi;;;;;;;;;;;;;
HAL_prussian_constitutionalism_ADJ;Rashidi;;;;;;;;;;;;;
HAL_hms_government_ADJ;Rashidi;;;;;;;;;;;;;
ISL;Islamic Caliphate;;;;;;;;;;;;;
ISL_ADJ;Islamic;;;;;;;;;;;;;
ISL_proletarian_dictatorship;Islamic People's Republic;;;;;;;;;;;;;
ISL_presidential_dictatorship;Islamic Republic;;;;;;;;;;;;;
ISL_bourgeois_dictatorship;Islamic Republic;;;;;;;;;;;;;
ISL_democracy;Islamic Republic;;;;;;;;;;;;;
ISL_liberal;Islamic Liberal faction;;;;;;;;;;;;;
ISL_conservative;Islamic Conservative Faction;;;;;;;;;;;;;
ISL_reactionary;Islamic Fundamentalist Faction;;;;;;;;;;;;;
ISL_socialist;Socialist Faction;;;;;;;;;;;;;
ISL_anarcho_liberals;Anarchist Faction;;;;;;;;;;;;;
ISL_communist;Communist Faction;;;;;;;;;;;;;
ISL_fascist;Mujahideen Faction;;;;;;;;;;;;;
LEO;Leon;;;;;;;;;;;;;
LEO_ADJ;Leonese;;;;;;;;;;;;;
LEO_conservative;Partido Moderado;;;;;;;;;;;;;
LEO_liberal;Partido Progresista;;;;;;;;;;;;;
LEO_reactionary;Comuni Carlista;;;;;;;;;;;;;
LEO_socialist;Partido Socialista;;;;;;;;;;;;;
LEO_communist;Federaci Regional;;;;;;;;;;;;;
LEO_anarcho_liberal;Partido Radical;;;;;;;;;;;;;
LEO_fascist;Falange;;;;;;;;;;;;;
LXA_ADJ;Lan Xangi;;;;;;;;;;;;;
NEJ_absolute_monarchy_ADJ;Saudi;;;;;;;;;;;;;
NEJ_prussian_constitutionalism_ADJ;Saudi;;;;;;;;;;;;;
NEJ_hms_government_ADJ;Saudi;;;;;;;;;;;;;
RGR_fascist_dictatorship;Rio Bravo;;;;;;;;;;;;;
SYC;Sicily;;;;;;;;;;;;;
SYC_ADJ;Sicilian;;;;;;;;;;;;;
TUR_presidential_dictatorship;土耳其;;;;;;;;;;;;;
TUR_presidential_dictatorship_ADJ;土耳其的;;;;;;;;;;;;;
TUR_bourgeois_dictatorship_ADJ;土耳其的;;;;;;;;;;;;;
TUR_fascist_dictatorship;土耳其;;;;;;;;;;;;;
USA_democracy;美利坚合众国;;;;;;;;;;;;;
USA_presidential_dictatorship;美利坚合众国;;;;;;;;;;;;;
USA_fascist_dictatorship;美利坚合众国;;;;;;;;;;;;;
ASH_proletarian_dictatorship;Ghana;;;;;;;;;;;;;
ASH_proletarian_dictatorship_ADJ;Ghanaian;;;;;;;;;;;;;
ASH_fascist_dictatorship;Ghana;;;;;;;;;;;;;
ASH_fascist_dictatorship_ADJ;Ghanaian;;;;;;;;;;;;;
ASH_bourgeois_dictatorship;Ghana;;;;;;;;;;;;;
ASH_bourgeois_dictatorship_ADJ;Ghanaian;;;;;;;;;;;;;
ASH_presidential_dictatorship;Ghana;;;;;;;;;;;;;
ASH_presidential_dictatorship_ADJ;Ghanaian;;;;;;;;;;;;;
ASH_democracy;Ghana;;;;;;;;;;;;;
ASH_democracy_ADJ;Ghanaian;;;;;;;;;;;;;
