Key;English;;;;;;;;;;;;;
state_of_emergency_modifier;紧急状态;;;;;;;;;;;;;
state_of_emergency_modifier_desc;紧急状态或例外状态意味着政府可以在此期间暂停和/或更改行政，立法和/或司法机构的某些职能。它提醒市民改变他们的正常行为，并命令政府机构实施应急计划。在自然灾害或人为灾难期间，在内乱期间，或在宣战或国际/国内武装冲突局势之后，政府可以宣布进入紧急状态。;;;;;;;;;;;;;
ANY_ALL;任何省份;;;;;;;;;;;;;
HAS_NOT_GOODS;生产;;;;;;;;;;;;;
IS_IN_REGION;在地区内;;;;;;;;;;;;;
TRIGMOD_HEADER;The $MONARCHTITLE$ reports that;;;;;;;;;;;;;
TRIGMODLOST_HEADER;The $MONARCHTITLE$ reports that;;;;;;;;;;;;;
TRIGGER_CIV_PROGRESS_LESS;开化进程： §Y50§W%;;;;;;;;;;;;;
had_liberal_revolution;自由主义革命已经结束了;;;;;;;;;;;;;
oriental_crisis_support_OE;支持奥斯曼;;;;;;;;;;;;;
oriental_crisis_support_Egypt;支持埃及;;;;;;;;;;;;;
MAJORITY_IS_NOT;人口中的大部分都不是 ;;;;;;;;;;;;;
crimean_surrender;奥斯曼已投降;;;;;;;;;;;;;
colonial_chaos;混乱的殖民地;;;;;;;;;;;;;
colonial_chaos_desc;我们的殖民地处于混乱中，如果我们不尽快恢复秩序那么我们就有完全失去它的危险！;;;;;;;;;;;;;
loss_of_control;失去控制权;;;;;;;;;;;;;
loss_of_control_desc;我们已经失去了对殖民地的控制。;;;;;;;;;;;;;
nationalist_agitation;民族主义风潮;;;;;;;;;;;;;
nationalist_agitation_desc;民族主义者在该省活跃，随机暴力行为助长了麻烦。 如果不加制止，他们可能会起来反抗我们。;;;;;;;;;;;;;
patriot_uprising;爱国主义者起义;;;;;;;;;;;;;
patriot_uprising_desc;外国的爱国主义者已经控制了省份。;;;;;;;;;;;;;
the_ikhwan;伊赫万（Ikhwan）;;;;;;;;;;;;;
the_ikhwan_desc;我们已经与贝都因的瓦哈比派信徒结盟。在我们的国家伊斯兰将保持纯净，为回报我们，他们将向我们提供军事支持。;;;;;;;;;;;;;
mandate;天命;;;;;;;;;;;;;
holy_city;圣城;;;;;;;;;;;;;
holy_city_desc;麦加是伊斯兰世界的中心。占有她就意味着我们超过了其他所有伊斯兰国家，并证明伊斯兰世界未来的命运掌握在我们的手中。;;;;;;;;;;;;;
self_strengthening_movement;自强运动;;;;;;;;;;;;;
drive_to_reunify;推动统一;;;;;;;;;;;;;
drive_to_reunify_desc;我们必须重新统一国家，无论付出什么代价！;;;;;;;;;;;;;
taiping_draft;紧急征兵;;;;;;;;;;;;;
the_female_shortage;女性不足;;;;;;;;;;;;;
the_female_shortage_desc;人口赤字意味着中国的男性多于女性，减缓了人口增长，并扰乱了永远不会形成家庭的单身男性群体。;;;;;;;;;;;;;
christian_pamphlets;基督教小册子;;;;;;;;;;;;;
chinese_floods;洪涝破坏;;;;;;;;;;;;;
small_country_draft;紧急征兵;;;;;;;;;;;;;
small_country_draft_desc;我们必须招募所有身强力壮的男人去战斗！;;;;;;;;;;;;;
daimyo_draft;紧急征兵;;;;;;;;;;;;;
daimyo_draft_desc;我们必须招募所有身强力壮的男人去战斗！;;;;;;;;;;;;;
sons_of_liberty;自由之子;;;;;;;;;;;;;
sons_of_liberty_desc;一个由支持民主的自由主义者组成的民兵组织决心要么让合众国回归民主传统，要么让他们的州脱离联邦。;;;;;;;;;;;;;
peasant_revolt;农民叛乱;;;;;;;;;;;;;
peasant_revolt_desc;这个省份不是很稳定，各种骚乱与横行的暴力让当地政府措手不及。;;;;;;;;;;;;;
shastar_vidya;锡克之剑;;;;;;;;;;;;;
