Key;English;;;;;;;;;;;;;
gtfo_on_title;激活“释放附庸国”决议;;;;;;;;;;;;;
gtfo_on_desc;“释放附庸国”决议允许你释放附庸国，不用的时候请保持关闭状态，以免弄乱决议界面。;;;;;;;;;;;;;
gtfo_off_title;关闭“释放附庸国决议”;;;;;;;;;;;;;
gtfo_off_desc;你的决议界面现在看起来更简洁了！;;;;;;;;;;;;;
gtfo_disabled_title;屏蔽“释放附庸国”决议;;;;;;;;;;;;;
gtfo_disabled_desc;“释放附庸国”决议将在本局游戏中被屏蔽且不会再出现。若如此做，你将不能再在本局游戏中使用这些决议。;;;;;;;;;;;;;
gtfo_MNP_title;让曼尼普尔独立;;;;;;;;;;;;;
gtfo_MNP_desc;我们和曼尼普尔关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_BDK_title;让巴达克山独立;;;;;;;;;;;;;
gtfo_BDK_desc;我们和巴达克山关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_PGG_title;让平南国独立;;;;;;;;;;;;;
gtfo_PGG_desc;我们和平南国关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_SGM_title;让锡格马林根独立;;;;;;;;;;;;;
gtfo_SGM_desc;我们和锡格马林根关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_NMB_title;让纳米比亚独立;;;;;;;;;;;;;
gtfo_NMB_desc;我们和纳米比亚关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_TMR_title;让帝汶独立;;;;;;;;;;;;;
gtfo_TMR_desc;我们和帝汶关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_SLG_title;让雪兰莪独立;;;;;;;;;;;;;
gtfo_SLG_desc;我们和雪兰莪关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_PRK_title;让霹雳独立;;;;;;;;;;;;;
gtfo_PRK_desc;我们和霹雳关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_PHG_title;让彭亨独立;;;;;;;;;;;;;
gtfo_PHG_desc;我们和彭亨关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_FRO_title;让法罗独立;;;;;;;;;;;;;
gtfo_FRO_desc;我们和法罗关系紧密，但现在是结束的时候了。如果您认为好就这样做吧！;;;;;;;;;;;;;
gtfo_NCT_title;让纳沙泰尔独立;;;;;;;;;;;;;
