Key;English;;;;;;;;;;;;;
AND_TRIGGER_STARTS;All of the below;;;;;;;;;;;;;
OR;or;;;;;;;;;;;;;
partisan_rebels;Partisans;;;;;;;;;;;;;
partisan_rebels_title;Partisans;;;;;;;;;;;;;
partisan_rebels_name;$COUNTRY_ADJ$ Partisans;;;;;;;;;;;;;
partisan_rebels_desc;Partisans are common men and women that form resistance cells, small armed groups that, in addition to their guerrilla warfare activities, provide first-hand intelligence information and maintain of escape networks to help $COUNTRY_ADJ$ soldiers. When they take over a province, they will return that province to the original owner in 60 days.;;;;;;;;;;;;;
partisan_rebels_army;$COUNTRY_ADJ$ Partisan Cell;;;;;;;;;;;;;
IS_NOT_RELIGION;The state religion is NOT;;;;;;;;;;;;;
IS_RELIGION;国教是;;;;;;;;;;;;;
CULTURE_IS_NOT;Culture is NOT accepted:;;;;;;;;;;;;;
CULTURE_IS;Culture is accepted:;;;;;;;;;;;;;
steam_transport;Troopship;;;;;;;;;;;;;
commerce_raider;Steam Frigate;;;;;;;;;;;;;
oceanic;Pacific Islander;;;;;;;;;;;;;
levantine;Greco-Caucasian;;;;;;;;;;;;;
turko_semitic;Turkic;;;;;;;;;;;;;
polish_culture_group;Western Slavic;;;;;;;;;;;;;
BRIGADES_COMPARE_GREATER;Brigades comparison factor of two countries is at least $VAL$?!\n;;;;;;;;;;;;;
BRIGADES_COMPARE_SMALLER;Brigades comparison factor of two countries is less than $VAL$?!\n;;;;;;;;;;;;;
jewish_group;Jewish;;;;;;;;;;;;;
muslim;Muslim;;;;;;;;;;;;;
christian;Christian;;;;;;;;;;;;;
eastern;Eastern Religions;;;;;;;;;;;;;
pagan;Pagans;;;;;;;;;;;;;
jefferson_method_desc;杰斐逊方法是分配席位的最高平均方法，因此是一种党派列表比例代表制。比例代表制旨在按照收到的票数大致按比例分配席位。例如，如果一方赢得三分之一的选票，那么它应该获得大约三分之一的席位。一般而言，确切的比例是不可能的，因为这些划分产生了数量不变的席位。因此，已经设计了几种方法，确保当事方的座位分配，当然是整数，尽可能成比例。与圣拉噶最高平均数法相比，杰斐逊方法略微支持大型党派和联盟而不是分散的小党派。;;;;;;;;;;;;;
precious_goods;贵重产品;;;;;;;;;;;;;
precious_goods_RGO_SIZE;贵重产品市场规模;;;;;;;;;;;;;
PARTY_LOYALTY_EFFECT_DESC;$PROV$对$PARTY$的支持度将改变$VALUE$.\n;;;;;;;;;;;;;
MODIFY_RELATION_EFFECT;$SOURCE$?!'s relation with $TARGET$?! changed with a value of $VALUE$.\n;;;;;;;;;;;;;
IS_NOT_ACCEPTED_CULTURE;不是可接受文化;;;;;;;;;;;;;
canned_food_factory;罐头食品厂;;;;;;;;;;;;;
ALL_CORE_PROVINCE_THAT;所有核心省份\n;;;;;;;;;;;;;
TOPBAR_POPULATION;我们国内的成年男性人口数量是$CURR$. 我们国内的成年男性人口数量在过去$DAYS$天中改变了$CHANGE$.;;;;;;;;;;;;;
precious_metal;贵金属;;;;;;;;;;;;;
precious_metal_RGO_SIZE;贵金属矿规模;;;;;;;;;;;;;
cattle;牲畜;;;;;;;;;;;;;
cattle_RGO_SIZE;牧场规模;;;;;;;;;;;;;
no_health_care_desc;政府不关心医疗保健，也不存在资金补助。现存的少数卫生机构是从中世纪时期遗留下来的，有着与之相配的设备。医疗事业是一种非正式职业，主要与教会有关。医院使用基本照明，设施过于拥挤，传染病遍布建筑物的大厅和角落。通常建议使用祈祷来治疗疾病。;;;;;;;;;;;;;
trinket_health_care;象征性卫生保健;;;;;;;;;;;;;
trinket_health_care_desc;医生和护士对伤口和疾病有基本的了解，在治疗患者时部分依赖旧的信念，但他们确实接受过正规的培训。医院有规定减少过度拥挤（床间隔一米），通风设施，医院的下水道每天冲洗几次，而厕所/排水沟用泥炭消毒。收集的患者数据微薄，但医院和政府机构没有适当的卫生标准来检查。 医疗设施很难找到。\n为了实现这项改革的全部效果，您的行政支出应该至少为20％。;;;;;;;;;;;;;
low_health_care;低级卫生保健;;;;;;;;;;;;;
low_health_care_desc;医生和护士在学习期间开始更好地了解伤口和疾病，并在治疗患者时应用所谓的“细菌理论”原则。成立了一个卫生委员会，可以看到它的代理人在医院巡逻，尽管很少，以保证基本的卫生标准。医疗保健设施开始变得普遍。\n为了实现这项改革的全部效果，您的行政支出应该至少为30％。;;;;;;;;;;;;;
acceptable_health_care;中级卫生保健;;;;;;;;;;;;;
