Key;English;;;;;;;;;;;;;
GER_hms_government;德意志帝国;;;;;;;;;;;;;
finnougric;Finno-Ugric;;;;;;;;;;;;;
ARC_reactionary;Sociedad Popular Restauradora;;;;;;;;;;;;;
TMT;Tuamotu;;;;;;;;;;;;;
TMT_ADJ;Tuamotu;;;;;;;;;;;;;
ION_liberal;Rizospastes;;;;;;;;;;;;;
ION_conservative;Metarrythmistes;;;;;;;;;;;;;
ION_reactionary;Prostasianoi;;;;;;;;;;;;;
ION_socialist;Sosialistik? K髆ma;;;;;;;;;;;;;
ION_communist;Kommounistik? K髆ma;;;;;;;;;;;;;
ION_fascist;Ethniki Enosis;;;;;;;;;;;;;
ION_anarcho_liberal;Ethnik髇 Rizospastik髇 K髆ma;;;;;;;;;;;;;
PNK;Pontianak;;;;;;;;;;;;;
PNK_ADJ;Pontianaki;;;;;;;;;;;;;
PNK_conservative;Pontianaki Faction;;;;;;;;;;;;;
PNK_liberal;Sambas Faction;;;;;;;;;;;;;
PNK_reactionary;Mempawah Faction;;;;;;;;;;;;;
ATC;安的列斯邦联;;;;;;;;;;;;;
ATC_ADJ;安的列斯的;;;;;;;;;;;;;
PPG;巴布亚新几内亚;;;;;;;;;;;;;
PPG_ADJ;巴布亚新几内亚的;;;;;;;;;;;;;
VTU;瓦努阿图;;;;;;;;;;;;;
VTU_ADJ;瓦努阿图的;;;;;;;;;;;;;
SMO;萨摩亚;;;;;;;;;;;;;
SMO_ADJ;萨摩亚的;;;;;;;;;;;;;
ROM_reactionary;罗马尼亚民族党;;;;;;;;;;;;;
ROM_reactionary_2;国家民主党;;;;;;;;;;;;;
ROM_reactionary_3;人民党;;;;;;;;;;;;;
ROM_conservative;保守党;;;;;;;;;;;;;
ROM_conservative_2;农民党;;;;;;;;;;;;;
ROM_conservative_3;全国农民党;;;;;;;;;;;;;
ROM_liberal;自由独立派;;;;;;;;;;;;;
ROM_liberal_2;国家自由党;;;;;;;;;;;;;
ROM_anarcho_liberal;人民权利党;;;;;;;;;;;;;
ROM_socialist;社会民主党;;;;;;;;;;;;;
ROM_communist;共产党;;;;;;;;;;;;;
ROM_fascist;铁卫团;;;;;;;;;;;;;
ZBW;津巴布韦;;;;;;;;;;;;;
ZBW_ADJ;津巴布韦的;;;;;;;;;;;;;
ZBW_liberal;统一非洲民族会议;;;;;;;;;;;;;
ZBW_conservative;津巴布韦统一人民组织;;;;;;;;;;;;;
